,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description
233,2024/01/04,15:36,Thursday,JANE STATION,SUAP,0,0,,BD,0,Assault / Patron Involved
234,2024/01/04,15:42,Thursday,DUNDAS STATION,SUDP,0,0,,YU,0,Disorderly Patron
235,2024/01/04,15:47,Thursday,COLLEGE STATION,SUUT,0,0,N,YU,5546,Unauthorized at Track Level
236,2024/01/04,15:52,Thursday,BLOOR STATION,SUO,0,0,N,YU,5951,Passenger Other
237,2024/01/04,16:04,Thursday,WILSON STATION,MUO,0,0,,YU,0,Miscellaneous Other
238,2024/01/04,16:05,Thursday,MUSEUM STATION,EUDO,14,17,S,YU,6061,Door Problems - Faulty Equipment
239,2024/01/04,16:12,Thursday,WOODBINE STATION,MUNCA,0,0,,BD,0,MUNCA
240,2024/01/04,16:13,Thursday,ST GEORGE BD STATION,MUNCA,0,0,,BD,0,MUNCA
241,2024/01/04,16:15,Thursday,CHRISTIE STATION,MUNCA,0,0,,BD,0,MUNCA
242,2024/01/04,16:17,Thursday,ST PATRICK STATION,MUNCA,0,0,,YU,0,MUNCA
243,2024/01/04,16:19,Thursday,BAY STATION,SUAP,0,0,,BD,0,Assault / Patron Involved
244,2024/01/04,16:29,Thursday,SPADINA BD STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
245,2024/01/04,16:31,Thursday,ST CLAIR STATION,PUOPO,4,7,N,YU,5589,OPTO (COMMS) Train Door Monitoring
246,2024/01/04,16:34,Thursday,NORTH YORK CTR STATION,SUO,0,0,S,YU,5651,Passenger Other
247,2024/01/04,16:42,Thursday,LAWRENCE STATION,PUOPO,3,6,N,YU,5896,OPTO (COMMS) Train Door Monitoring
248,2024/01/04,16:53,Thursday,KIPLING STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
249,2024/01/04,16:54,Thursday,ST CLAIR STATION,MUATC,5,8,S,YU,5781,ATC Project
250,2024/01/04,17:16,Thursday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
251,2024/01/04,17:22,Thursday,COLLEGE STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
252,2024/01/04,17:29,Thursday,BATHURST STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
253,2024/01/04,17:47,Thursday,WARDEN STATION,PUMST,0,0,,BD,0,Station Stairway Incident
254,2024/01/04,18:59,Thursday,BROADVIEW STATION,MUSC,3,6,E,BD,5365,Miscellaneous Speed Control
255,2024/01/04,19:04,Thursday,YORKDALE STATION,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
256,2024/01/04,19:25,Thursday,BLOOR STATION,SUDP,4,11,N,YU,5516,Disorderly Patron
257,2024/01/04,19:43,Thursday,FINCH STATION,TUNIP,5,8,S,YU,5891,Operator Not In Position
258,2024/01/04,19:50,Thursday,ST ANDREW STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
259,2024/01/04,20:21,Thursday,BLOOR STATION,SUSA,0,0,N,YU,5906,Sexual Assault
260,2024/01/04,20:22,Thursday,KENNEDY BD STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
261,2024/01/04,20:57,Thursday,UNION AND DOWNSVIEW,MUO,0,0,,YU,0,Miscellaneous Other
262,2024/01/04,20:57,Thursday,CHESTER STATION,MUIRS,0,0,W,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
263,2024/01/04,21:40,Thursday,DUNDAS STATION,SUO,0,0,S,YU,5431,Passenger Other
264,2024/01/04,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,B,YU/BD,0,Miscellaneous Other
265,2024/01/04,22:02,Thursday,ISLINGTON STATION,MUSC,0,0,E,BD,5350,Miscellaneous Speed Control
266,2024/01/04,22:30,Thursday,UNION STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
267,2024/01/04,22:38,Thursday,CHRISTIE STATION,SUDP,0,0,,BD,0,Disorderly Patron
268,2024/01/04,22:38,Thursday,SHEPPARD STATION,SUO,0,0,N,YU,5771,Passenger Other
269,2024/01/04,23:08,Thursday,KENNEDY BD STATION,TUNIP,3,8,W,BD,0,Operator Not In Position
270,2024/01/04,23:21,Thursday,WARDEN STATION,SUDP,0,0,,BD,0,Disorderly Patron
271,2024/01/04,23:35,Thursday,DUNDAS STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported
272,2024/01/04,00:15,Thursday,WOODBINE STATION,SUO,16,21,E,BD,5168,Passenger Other
273,2024/01/04,00:31,Thursday,BLOOR STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
274,2024/01/04,00:45,Thursday,GREENWOOD STATION,SUO,0,0,,BD,0,Passenger Other
275,2024/01/04,01:29,Thursday,KING STATION,SUDP,0,0,,YU,0,Disorderly Patron
276,2024/01/04,01:58,Thursday,KENNEDY BD STATION,MUIS,0,0,W,BD,5150,Injured or ill Customer (In Station) - Transported
277,2024/01/04,11:40,Thursday,SHEPPARD-YONGE STATION,MUO,0,0,E,SHP,0,Miscellaneous Other
278,2024/01/04,19:12,Thursday,DON MILLS STATION,SUDP,5,12,W,SHP,6146,Disorderly Patron
279,2024/01/04,23:56,Thursday,SHEPPARD-YONGE STATION,SUDP,11,18,E,SHP,6176,Disorderly Patron
280,2024/01/05,02:51,Friday,FINCH STATION,SUO,0,0,,YU,0,Passenger Other
281,2024/01/05,06:27,Friday,LAWRENCE STATION,PUOPO,4,7,N,YU,5896,OPTO (COMMS) Train Door Monitoring
282,2024/01/05,06:30,Friday,ROYAL YORK STATION,EUSC,0,0,E,BD,5321,Speed Control Equipment
283,2024/01/05,06:30,Friday,BAY STATION,SUUT,0,0,E,BD,5134,Unauthorized at Track Level
284,2024/01/05,07:13,Friday,GREENWOOD STATION,EUME,3,6,E,BD,5081,RC&S Maintenance Error - (Human)
285,2024/01/05,07:24,Friday,BLOOR STATION,SUO,3,6,S,YU,5471,Passenger Other
286,2024/01/05,07:28,Friday,ST GEORGE YUS STATION,MUIR,0,0,N,YU,5601,Injured or ill Customer (On Train) - Medical Aid Refused
287,2024/01/05,07:56,Friday,ISLINGTON STATION,PUMO,0,0,,BD,0,Station Other
288,2024/01/05,07:58,Friday,DUNDAS STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
289,2024/01/05,08:18,Friday,ST GEORGE YUS STATION,SUDP,0,0,S,YU,5711,Disorderly Patron
290,2024/01/05,08:34,Friday,BLOOR STATION,MUIR,0,0,N,YU,5531,Injured or ill Customer (On Train) - Medical Aid Refused
291,2024/01/05,08:38,Friday,VAUGHAN MC STATION,MUATC,3,6,S,YU,5391,ATC Project
292,2024/01/05,08:51,Friday,DUFFERIN STATION,MUPAA,0,0,E,BD,5089,Passenger Assistance Alarm Activated - No Trouble Found
293,2024/01/05,08:53,Friday,BLOOR STATION,SUDP,8,11,N,YU,6081,Disorderly Patron
294,2024/01/05,08:57,Friday,ISLINGTON STATION,EUBK,12,15,W,BD,5129,Brakes
295,2024/01/05,09:11,Friday,BLOOR STATION,SUDP,0,0,N,YU,5546,Disorderly Patron
296,2024/01/05,09:43,Friday,VICTORIA PARK STATION,MUSAN,3,6,E,BD,5119,Unsanitary Vehicle
297,2024/01/05,10:23,Friday,KENNEDY BD STATION,SUDP,0,0,W,BD,5344,Disorderly Patron
298,2024/01/05,10:23,Friday,SHERBOURNE STATION,SUDP,0,0,,BD,0,Disorderly Patron
299,2024/01/05,11:16,Friday,SHEPPARD STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
300,2024/01/05,11:39,Friday,MAIN STREET STATION,SUAE,17,21,E,BD,5269,Assault / Employee Involved
301,2024/01/05,11:54,Friday,FINCH WEST STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
302,2024/01/05,12:23,Friday,SHEPPARD WEST STATION,MUIR,0,0,S,YU,5911,Injured or ill Customer (On Train) - Medical Aid Refused
303,2024/01/05,12:43,Friday,VAUGHAN MC STATION,MUI,0,0,S,YU,5496,Injured or ill Customer (On Train) - Transported
304,2024/01/05,13:07,Friday,SHERBOURNE STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
305,2024/01/05,13:26,Friday,COLLEGE STATION,SUDP,4,9,N,YU,5781,Disorderly Patron
306,2024/01/05,13:53,Friday,WELLESLEY STATION,MUPAA,0,0,N,YU,5831,Passenger Assistance Alarm Activated - No Trouble Found
307,2024/01/05,13:59,Friday,BROADVIEW STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
308,2024/01/05,14:15,Friday,WILSON STATION,SUUT,0,0,N,YU,6031,Unauthorized at Track Level
309,2024/01/05,15:24,Friday,EGLINTON STATION,SUO,0,0,,YU,0,Passenger Other
310,2024/01/05,15:26,Friday,COXWELL STATION,TUNIP,5,9,E,BD,5029,Operator Not In Position
311,2024/01/05,15:45,Friday,BATHURST STATION,SUO,0,0,W,BD,5213,Passenger Other
312,2024/01/05,16:01,Friday,VICTORIA PARK STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
313,2024/01/05,16:27,Friday,CHESTER STATION,TUSC,0,0,E,BD,5304,Operator Overspeeding
314,2024/01/05,16:33,Friday,YORK MILLS STATION,SUDP,12,15,N,YU,6021,Disorderly Patron
315,2024/01/05,16:46,Friday,SUMMERHILL STATION,PUOPO,0,0,N,YU,5676,OPTO (COMMS) Train Door Monitoring
316,2024/01/05,17:13,Friday,FINCH WEST STATION,MUPAA,3,6,N,YU,5616,Passenger Assistance Alarm Activated - No Trouble Found
317,2024/01/05,17:25,Friday,LAWRENCE STATION,PUOPO,4,7,N,YU,5896,OPTO (COMMS) Train Door Monitoring
318,2024/01/05,17:28,Friday,KEELE STATION,SUDP,9,18,N,BD,8302,Disorderly Patron
319,2024/01/05,17:50,Friday,UNION STATION,MUIR,7,10,N,YU,6126,Injured or ill Customer (On Train) - Medical Aid Refused
320,2024/01/05,17:54,Friday,COLLEGE STATION,MUPAA,3,6,S,YU,5661,Passenger Assistance Alarm Activated - No Trouble Found
321,2024/01/05,18:09,Friday,DUFFERIN STATION,PUMST,0,0,,BD,0,Station Stairway Incident
322,2024/01/05,18:15,Friday,BLOOR STATION,SUO,22,25,S,YU,5941,Passenger Other
323,2024/01/05,18:20,Friday,YONGE BD STATION,SUO,22,25,E,BD,5213,Passenger Other
324,2024/01/05,18:21,Friday,ST GEORGE YUS STATION,EUDO,4,7,N,YU,6046,Door Problems - Faulty Equipment
325,2024/01/05,18:51,Friday,DUNDAS STATION,SUO,0,0,S,YU,0,Passenger Other
326,2024/01/05,19:17,Friday,COLLEGE STATION,SUO,0,0,S,YU,6116,Passenger Other
327,2024/01/05,19:34,Friday,ST GEORGE BD STATION,MUI,13,18,W,BD,5130,Injured or ill Customer (On Train) - Transported
328,2024/01/05,19:40,Friday,COXWELL STATION,SUDP,6,11,W,BD,5137,Disorderly Patron
329,2024/01/05,19:45,Friday,YONGE BD STATION,MUIR,4,9,E,BD,5222,Injured or ill Customer (On Train) - Medical Aid Refused
330,2024/01/05,19:48,Friday,UNION STATION,MUPAA,3,6,N,YU,6076,Passenger Assistance Alarm Activated - No Trouble Found
331,2024/01/05,19:53,Friday,LAWRENCE WEST STATION,SUO,0,0,S,YU,5996,Passenger Other
332,2024/01/05,20:21,Friday,BROADVIEW STATION,SUDP,0,0,,BD,0,Disorderly Patron
333,2024/01/05,21:01,Friday,BROADVIEW STATION,MUIR,8,13,E,BD,5369,Injured or ill Customer (On Train) - Medical Aid Refused
334,2024/01/05,21:33,Friday,WARDEN STATION,SUDP,0,0,E,BD,5049,Disorderly Patron
335,2024/01/05,21:37,Friday,YORK MILLS STATION,MUPAA,3,8,N,YU,5036,Passenger Assistance Alarm Activated - No Trouble Found
336,2024/01/05,21:40,Friday,YORK MILLS STATION,SUO,15,20,S,YU,6116,Passenger Other
337,2024/01/05,21:50,Friday,SHEPPARD STATION,MUPAA,0,0,N,YU,5636,Passenger Assistance Alarm Activated - No Trouble Found
338,2024/01/05,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
339,2024/01/05,22:13,Friday,FINCH STATION,SUUT,14,19,N,YU,5931,Unauthorized at Track Level
340,2024/01/05,00:52,Friday,HIGH PARK STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
341,2024/01/05,01:04,Friday,COXWELL STATION,SUUT,0,0,W,BD,5315,Unauthorized at Track Level
342,2024/01/05,01:08,Friday,DUFFERIN STATION,SUG,0,0,W,BD,5175,Graffiti / Scratchiti
343,2024/01/05,01:21,Friday,EGLINTON STATION,SUEAS,20,25,N,YU,6136,Emergency Alarm Station Activation
344,2024/01/06,02:42,Saturday,FINCH STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
345,2024/01/06,02:59,Saturday,VAUGHAN MC STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
346,2024/01/06,04:29,Saturday,SPADINA BD STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
347,2024/01/06,05:50,Saturday,DUFFERIN STATION,SUDP,0,0,,BD,0,Disorderly Patron
348,2024/01/06,06:25,Saturday,DOWNSVIEW PARK STATION,PUOPO,7,13,S,YU,6106,OPTO (COMMS) Train Door Monitoring
349,2024/01/06,06:33,Saturday,SHEPPARD WEST STATION,PUOPO,6,12,S,YU,6106,OPTO (COMMS) Train Door Monitoring
350,2024/01/06,08:52,Saturday,BROADVIEW STATION,PUSI,0,0,W,BD,5139,Signals or Related Components Failure
351,2024/01/06,08:54,Saturday,BROADVIEW STATION,PUSI,8,13,W,BD,5139,Signals or Related Components Failure
352,2024/01/06,09:16,Saturday,CHRISTIE STATION,SUDP,8,13,W,BD,5171,Disorderly Patron
353,2024/01/06,10:05,Saturday,SHEPPARD WEST STATION,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
354,2024/01/06,10:27,Saturday,VICTORIA PARK STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
355,2024/01/06,10:35,Saturday,CHRISTIE STATION,SUUT,0,0,E,BD,5089,Unauthorized at Track Level
356,2024/01/06,10:44,Saturday,CHRISTIE STATION,SUDP,0,0,E,BD,5315,Disorderly Patron
357,2024/01/06,10:44,Saturday,WARDEN STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
358,2024/01/06,11:36,Saturday,OSSINGTON STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
359,2024/01/06,12:03,Saturday,LANSDOWNE STATION,SUUT,12,16,E,BD,5168,Unauthorized at Track Level
360,2024/01/06,12:09,Saturday,LANSDOWNE STATION,MUO,4,8,E,BD,5168,Miscellaneous Other
361,2024/01/06,12:21,Saturday,KENNEDY BD STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
362,2024/01/06,12:39,Saturday,CHESTER STATION,SUO,7,11,E,BD,5295,Passenger Other
363,2024/01/06,12:43,Saturday,DUNDAS WEST STATION,SUUT,0,0,W,BD,5252,Unauthorized at Track Level
364,2024/01/06,12:59,Saturday,DUNDAS WEST STATION,SUO,0,0,,BD,0,Passenger Other
365,2024/01/06,12:59,Saturday,VICTORIA PARK STATION,SUUT,0,0,E,BD,5102,Unauthorized at Track Level
366,2024/01/06,13:08,Saturday,VICTORIA PARK STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
367,2024/01/06,13:11,Saturday,BAY STATION,SUDP,3,7,E,BD,5031,Disorderly Patron
368,2024/01/06,13:23,Saturday,WILSON STATION,SUO,0,0,,YU,0,Passenger Other
369,2024/01/06,13:31,Saturday,WILSON STATION,SUO,0,0,,YU,0,Passenger Other
370,2024/01/06,13:33,Saturday,FINCH STATION,SUDP,27,31,S,YU,5546,Disorderly Patron
371,2024/01/06,13:45,Saturday,SPADINA YUS STATION,MUIS,13,17,S,YU,6071,Injured or ill Customer (In Station) - Transported
372,2024/01/06,13:48,Saturday,COLLEGE STATION,SUAP,0,0,,YU,0,Assault / Patron Involved
373,2024/01/06,14:05,Saturday,YORK MILLS STATION,SUUT,3,7,N,YU,5891,Unauthorized at Track Level
374,2024/01/06,14:17,Saturday,SHEPPARD STATION,SUDP,0,0,S,YU,5636,Disorderly Patron
375,2024/01/06,14:24,Saturday,OSSINGTON STATION,TUSC,3,7,E,YU,5089,Operator Overspeeding
376,2024/01/06,14:29,Saturday,FINCH STATION,TUO,4,8,,YU,5891,Transportation Department - Other
377,2024/01/06,14:33,Saturday,BLOOR STATION,PUSCR,4,8,S,YU,5716,Subway Car Radio Fault
378,2024/01/06,14:44,Saturday,DUNDAS STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
379,2024/01/06,14:45,Saturday,YONGE BD STATION,MUD,8,12,W,BD,5106,Door Problems - Passenger Related
380,2024/01/06,15:16,Saturday,KEELE STATION,SUO,0,0,,BD,0,Passenger Other
381,2024/01/06,15:31,Saturday,SPADINA BD STATION,MUIR,3,7,E,BD,5049,Injured or ill Customer (On Train) - Medical Aid Refused
382,2024/01/06,15:54,Saturday,VAUGHAN MC STATION,TUNOA,4,8,,YU,6026,No Operator Immediately Available
383,2024/01/06,15:55,Saturday,UNION STATION,MUPAA,4,8,N,YU,5761,Passenger Assistance Alarm Activated - No Trouble Found
384,2024/01/06,16:49,Saturday,COXWELL STATION,MUNCA,0,0,,BD,0,MUNCA
385,2024/01/06,16:51,Saturday,ST PATRICK STATION,MUNCA,0,0,,YU,0,MUNCA
386,2024/01/06,17:31,Saturday,VAUGHAN MC STATION,TUNOA,4,8,S,YU,5916,No Operator Immediately Available
387,2024/01/06,17:34,Saturday,UNION STATION,SUUT,5,9,N,YU,5516,Unauthorized at Track Level
388,2024/01/06,17:51,Saturday,QUEEN STATION,MUNCA,0,0,,YU,0,MUNCA
389,2024/01/06,18:48,Saturday,DUNDAS WEST STATION,MUPAA,3,7,E,BD,5031,Passenger Assistance Alarm Activated - No Trouble Found
390,2024/01/06,18:49,Saturday,DONLANDS STATION,PUSI,0,0,W,BD,5360,Signals or Related Components Failure
391,2024/01/06,19:12,Saturday,MAIN STREET STATION,SUDP,10,15,E,BD,5176,Disorderly Patron
392,2024/01/06,19:13,Saturday,KENNEDY BD STATION,MUI,0,0,W,YU,5149,Injured or ill Customer (On Train) - Transported
393,2024/01/06,19:15,Saturday,EGLINTON STATION,MUNCA,0,0,,YU,0,MUNCA
394,2024/01/06,19:40,Saturday,COLLEGE STATION,SUDP,0,0,,YU,0,Disorderly Patron
395,2024/01/06,19:59,Saturday,KIPLING STATION,EUAC,5,10,E,BD,5052,Air Conditioning
396,2024/01/06,20:30,Saturday,SHEPPARD WEST STATION,MUTO,4,8,N,YU,5806,Misc. Transportation Other - Employee Non-Chargeable
397,2024/01/06,20:42,Saturday,BROADVIEW STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
398,2024/01/06,20:43,Saturday,WOODBINE STATION,TUSC,0,0,W,BD,5213,Operator Overspeeding
399,2024/01/06,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
400,2024/01/06,22:33,Saturday,FINCH STATION,TUSET,6,12,S,YU,5906,Train Controls Improperly Shut Down
401,2024/01/06,22:45,Saturday,VICTORIA PARK STATION,PUSSW,6,12,E,BD,5031,Track Switch Failure - Signal Related Problem
402,2024/01/06,22:54,Saturday,SPADINA BD STATION,SUO,0,0,,BD,0,Passenger Other
403,2024/01/06,23:06,Saturday,DUFFERIN STATION,MUTO,0,0,E,BD,5146,Misc. Transportation Other - Employee Non-Chargeable
404,2024/01/06,00:24,Saturday,BLOOR STATION,SUROB,6,12,N,YU,5611,Robbery
405,2024/01/06,00:34,Saturday,COLLEGE STATION,SUUT,7,13,S,YU,5866,Unauthorized at Track Level
406,2024/01/06,00:37,Saturday,YONGE BD STATION,SUO,0,0,E,BD,5173,Passenger Other
407,2024/01/06,01:59,Saturday,ST CLAIR WEST STATION,MUFS,6,12,N,YU,6076,Fire/Smoke Plan B - Source External to TTC
408,2024/01/06,13:23,Saturday,SHEPPARD-YONGE STATION,SUDP,8,15,E,SHP,6191,Disorderly Patron
409,2024/01/06,16:53,Saturday,SHEPPARD-YONGE STATION,MUNCA,0,0,,SHP,0,MUNCA
410,2024/01/07,02:04,Sunday,SHEPPARD WEST STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
411,2024/01/07,02:24,Sunday,SPADINA BD STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
412,2024/01/07,02:26,Sunday,WILSON STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
413,2024/01/07,07:38,Sunday,SHEPPARD WEST STATION,TUNOA,12,24,N,YU,0,No Operator Immediately Available
414,2024/01/07,08:25,Sunday,UNION STATION,TUATC,3,0,N,YU,5651,ATC Operator Related
415,2024/01/07,08:53,Sunday,KEELE STATION,MUSC,0,0,W,BD,5139,Miscellaneous Speed Control
416,2024/01/07,09:12,Sunday,DUFFERIN STATION,MUIRS,0,0,W,BD,5318,Injured or ill Customer (In Station) - Medical Aid Refused
417,2024/01/07,09:57,Sunday,ST PATRICK STATION,SUO,0,0,S,YU,0,Passenger Other
418,2024/01/07,10:17,Sunday,BAYVIEW STATION,SUUT,50,57,E,SHP,6166,Unauthorized at Track Level
419,2024/01/07,11:09,Sunday,VICTORIA PARK STATION,SUDP,0,0,W,BD,0,Disorderly Patron
420,2024/01/07,11:11,Sunday,EGLINTON STATION,PUOPO,6,10,S,YU,5906,OPTO (COMMS) Train Door Monitoring
421,2024/01/07,11:18,Sunday,FINCH STATION,SUO,0,0,,YU,0,Passenger Other
422,2024/01/07,11:19,Sunday,SPADINA STATION,MUIRS,0,0,E,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
423,2024/01/07,11:51,Sunday,ST GEORGE YUS STATION,EUDO,10,14,S,YU,5631,Door Problems - Faulty Equipment
424,2024/01/07,11:53,Sunday,ST CLAIR STATION,MUO,0,0,,YU,0,Miscellaneous Other
425,2024/01/07,12:03,Sunday,WARDEN STATION,EUNT,12,16,W,BD,5063,Equipment - No Trouble Found
426,2024/01/07,12:06,Sunday,WILSON STATION,PUOPO,6,10,N,YU,5906,OPTO (COMMS) Train Door Monitoring
427,2024/01/07,13:18,Sunday,EGLINTON WEST STATION,MUSAN,5,9,N,YU,5386,Unsanitary Vehicle
428,2024/01/07,13:33,Sunday,QUEEN STATION,SUUT,6,10,N,YU,5926,Unauthorized at Track Level
429,2024/01/07,13:59,Sunday,VICTORIA PARK STATION,TUO,0,0,E,BD,5242,Transportation Department - Other
430,2024/01/07,14:02,Sunday,EGLINTON STATION,PUOPO,5,9,S,YU,5906,OPTO (COMMS) Train Door Monitoring
431,2024/01/07,14:22,Sunday,KENNEDY BD STATION,SUDP,0,0,,BD,0,Disorderly Patron
432,2024/01/07,15:18,Sunday,FINCH STATION,SUDP,0,0,S,YU,5736,Disorderly Patron
433,2024/01/07,15:35,Sunday,COLLEGE STATION,SUDP,0,0,S,YU,5811,Disorderly Patron
434,2024/01/07,15:40,Sunday,KENNEDY BD STATION,MUI,4,8,W,BD,5315,Injured or ill Customer (On Train) - Transported
435,2024/01/07,16:27,Sunday,WELLESLEY STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
436,2024/01/07,16:38,Sunday,EGLINTON STATION,PUOPO,0,0,S,YU,5906,OPTO (COMMS) Train Door Monitoring
437,2024/01/07,17:14,Sunday,COXWELL STATION,TUSC,0,0,E,BD,5299,Operator Overspeeding
438,2024/01/07,17:33,Sunday,DAVISVILLE STATION,SUO,0,0,S,YU,5681,Passenger Other
439,2024/01/07,17:43,Sunday,DUNDAS STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
440,2024/01/07,17:57,Sunday,EGLINTON WEST STATION,SUDP,0,0,S,YU,5861,Disorderly Patron
441,2024/01/07,18:41,Sunday,KEELE STATION,SUROB,0,0,,BD,0,Robbery
442,2024/01/07,19:34,Sunday,ST PATRICK STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
443,2024/01/07,19:43,Sunday,EGLINTON WEST STATION,MUIR,14,20,S,YU,5731,Injured or ill Customer (On Train) - Medical Aid Refused
444,2024/01/07,20:19,Sunday,ST CLAIR WEST STATION,MUSAN,6,12,S,YU,5451,Unsanitary Vehicle
445,2024/01/07,20:49,Sunday,DUNDAS STATION,SUAP,0,0,N,YU,5703,Assault / Patron Involved
446,2024/01/07,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
447,2024/01/07,22:02,Sunday,BLOOR STATION,SUDP,0,0,,YU,0,Disorderly Patron
448,2024/01/07,22:08,Sunday,PAPE STATION,SUG,6,12,E,BD,5168,Graffiti / Scratchiti
449,2024/01/07,22:12,Sunday,DUFFERIN STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
450,2024/01/07,22:35,Sunday,BROADVIEW STATION,SUDP,0,0,E,BD,0,Disorderly Patron
451,2024/01/07,22:52,Sunday,QUEEN'S PARK STATION,SUO,0,0,S,YU,0,Passenger Other
452,2024/01/07,23:31,Sunday,BLOOR STATION,SUUT,4,10,S,YU,5836,Unauthorized at Track Level
453,2024/01/07,23:48,Sunday,UNION STATION,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
454,2024/01/07,00:06,Sunday,GLENCAIRN STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
455,2024/01/07,00:12,Sunday,VAUGHAN MC STATION,MUIR,6,12,S,YU,6014,Injured or ill Customer (On Train) - Medical Aid Refused
456,2024/01/07,00:24,Sunday,COLLEGE STATION,SUO,0,0,,YU,0,Passenger Other
457,2024/01/07,01:27,Sunday,DUNDAS WEST STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
458,2024/01/07,01:50,Sunday,KENNEDY BD STATION,SUO,0,0,E,BD,5253,Passenger Other
459,2024/01/07,01:54,Sunday,VAUGHAN MC STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
460,2024/01/08,02:14,Monday,OSSINGTON STATION,MUIS,0,0,W,BD,0,Injured or ill Customer (In Station) - Transported
461,2024/01/08,02:40,Monday,VAUGHAN MC STATION,MUI,0,0,S,YU,5996,Injured or ill Customer (On Train) - Transported
462,2024/01/08,02:48,Monday,FINCH STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
463,2024/01/08,06:58,Monday,CASTLE FRANK STATION,EUSC,0,0,W,BD,5321,Speed Control Equipment
464,2024/01/08,07:06,Monday,ST GEORGE BD STATION,EUSC,3,6,W,BD,5321,Speed Control Equipment
465,2024/01/08,08:01,Monday,PAPE STATION,MUSAN,3,6,E,BD,5265,Unsanitary Vehicle
466,2024/01/08,08:09,Monday,DUNDAS STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
467,2024/01/08,08:43,Monday,BLOOR STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
468,2024/01/08,08:47,Monday,BATHURST STATION,MUSC,0,0,E,BD,5371,Miscellaneous Speed Control
